,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Boarded,predicted_survival
1117,,3,male,23.0,0,0,7.7958,Southampton,0.0
1119,,3,male,40.5,0,0,15.1,Southampton,0.0
1120,,2,male,36.0,0,0,13.0,Southampton,0.0
1121,,2,male,14.0,0,0,65.0,Southampton,0.0
1122,,1,female,21.0,0,0,26.55,Southampton,1.0
1123,,3,male,21.0,1,0,6.4958,Southampton,0.0
1125,,1,male,39.0,1,0,71.2833,Cherbourg,0.0
1126,,3,male,20.0,0,0,7.8542,Southampton,0.0
1127,,1,male,64.0,1,0,75.25,Cherbourg,0.0
1128,,3,male,20.0,0,0,7.225,Cherbourg,0.0
1129,,2,female,18.0,1,1,13.0,Southampton,1.0
1130,,1,female,48.0,1,0,106.425,Cherbourg,1.0
1131,,1,female,55.0,0,0,27.7208,Cherbourg,1.0
1132,,2,female,45.0,0,2,30.0,Southampton,1.0
1133,,1,male,45.0,1,1,134.5,Cherbourg,0.0
1136,,1,male,41.0,1,0,51.8625,Southampton,0.0
1137,,2,female,22.0,0,0,21.0,Southampton,1.0
1138,,2,male,42.0,1,1,32.5,Southampton,0.0
1139,,2,female,29.0,1,0,26.0,Southampton,1.0
1141,,2,female,0.92,1,2,27.75,Southampton,1.0
1142,,3,male,20.0,0,0,7.925,Southampton,0.0
1143,,1,male,27.0,1,0,136.7792,Cherbourg,0.0
1144,,3,male,24.0,0,0,9.325,Southampton,0.0
1145,,3,male,32.5,0,0,9.5,Southampton,0.0
1148,,3,male,28.0,0,0,8.05,Southampton,0.0
1149,,2,female,19.0,0,0,13.0,Southampton,1.0
1150,,3,male,21.0,0,0,7.775,Southampton,0.0
1151,,3,male,36.5,1,0,17.4,Southampton,0.0
1152,,3,male,21.0,0,0,7.8542,Southampton,0.0
1153,,2,female,29.0,0,2,23.0,Southampton,1.0
1154,,3,female,1.0,1,1,12.1833,Southampton,1.0
1155,,2,male,30.0,0,0,12.7375,Southampton,0.0
1160,,3,male,17.0,0,0,8.6625,Southampton,0.0
1161,,1,male,46.0,0,0,75.2417,Southampton,0.0
1163,,1,female,26.0,1,0,136.7792,Cherbourg,1.0
1166,,2,female,20.0,1,0,26.0,Southampton,1.0
1167,,2,male,28.0,0,0,10.5,Southampton,0.0
1168,,2,male,40.0,1,0,26.0,Southampton,0.0
1169,,2,male,30.0,1,0,21.0,Southampton,0.0
1170,,2,male,22.0,0,0,10.5,Southampton,0.0
1171,,3,female,23.0,0,0,8.6625,Southampton,1.0
1172,,3,male,0.75,1,1,13.775,Southampton,0.0
1174,,3,female,9.0,1,1,15.2458,Cherbourg,1.0
1175,,3,female,2.0,1,1,20.2125,Southampton,1.0
1176,,3,male,36.0,0,0,7.25,Southampton,0.0
1178,,1,male,24.0,1,0,82.2667,Southampton,0.0
1182,,3,female,30.0,0,0,6.95,Queenstown,1.0
1184,,1,male,53.0,1,1,81.8583,Southampton,0.0
1185,,3,male,36.0,0,0,9.5,Southampton,0.0
1186,,3,male,26.0,0,0,7.8958,Southampton,0.0
1187,,2,female,1.0,1,2,41.5792,Cherbourg,1.0
1189,,1,male,30.0,0,0,45.5,Southampton,0.0
1190,,3,male,29.0,0,0,7.8542,Southampton,0.0
1191,,3,male,32.0,0,0,7.775,Southampton,0.0
1193,,2,male,43.0,0,1,21.0,Southampton,0.0
1194,,3,male,24.0,0,0,8.6625,Southampton,0.0
1196,,1,female,64.0,1,1,26.55,Southampton,1.0
1197,,1,male,30.0,1,2,151.55,Southampton,0.0
1198,,3,male,0.83,0,1,9.35,Southampton,0.0
1199,,1,male,55.0,1,1,93.5,Southampton,0.0
1200,,3,female,45.0,1,0,14.1083,Southampton,1.0
1201,,3,male,18.0,0,0,8.6625,Southampton,0.0
1202,,3,male,22.0,0,0,7.225,Cherbourg,0.0
1204,,3,female,37.0,0,0,7.75,Queenstown,1.0
1205,,1,female,55.0,0,0,135.6333,Cherbourg,1.0
1206,,3,female,17.0,0,0,7.7333,Queenstown,1.0
1207,,1,male,57.0,1,0,146.5208,Cherbourg,0.0
1208,,2,male,19.0,0,0,10.5,Southampton,0.0
1209,,3,male,27.0,0,0,7.8542,Southampton,0.0
1210,,2,male,22.0,2,0,31.5,Southampton,0.0
1211,,3,male,26.0,0,0,7.775,Southampton,0.0
1212,,3,male,25.0,0,0,7.2292,Cherbourg,0.0
1213,,2,male,26.0,0,0,13.0,Southampton,0.0
1214,,1,male,33.0,0,0,26.55,Southampton,0.0
1215,,1,female,39.0,0,0,211.3375,Southampton,1.0
1216,,3,male,23.0,0,0,7.05,Southampton,0.0
1217,,2,female,12.0,2,1,39.0,Southampton,1.0
1218,,1,male,46.0,0,0,79.2,Cherbourg,0.0
1219,,2,male,29.0,1,0,26.0,Southampton,0.0
1220,,2,male,21.0,0,0,13.0,Southampton,0.0
1221,,2,female,48.0,0,2,36.75,Southampton,1.0
1222,,1,male,39.0,0,0,29.7,Cherbourg,0.0
1224,,3,female,19.0,1,1,15.7417,Cherbourg,1.0
1225,,3,male,27.0,0,0,7.8958,Southampton,0.0
1226,,1,male,30.0,0,0,26.0,Southampton,0.0
1227,,2,male,32.0,0,0,13.0,Southampton,0.0
1229,,2,male,25.0,0,0,31.5,Southampton,0.0
1231,,2,male,18.0,0,0,10.5,Southampton,0.0
1232,,3,male,32.0,0,0,7.5792,Southampton,0.0
1234,,1,female,58.0,0,1,512.3292,Cherbourg,1.0
1236,,3,female,16.0,0,0,7.65,Southampton,1.0
1237,,2,male,26.0,0,0,13.0,Southampton,0.0
1238,,3,female,38.0,0,0,7.2292,Cherbourg,1.0
1239,,2,male,24.0,0,0,13.5,Southampton,0.0
1240,,2,female,31.0,0,0,21.0,Southampton,1.0
1241,,1,female,45.0,0,1,63.3583,Cherbourg,1.0
1242,,2,male,25.0,0,0,10.5,Southampton,0.0
1243,,2,male,18.0,0,0,73.5,Southampton,0.0
1244,,2,male,49.0,1,2,65.0,Southampton,0.0
1245,,3,female,0.17,1,2,20.575,Southampton,1.0
1246,,1,male,50.0,0,0,26.0,Southampton,0.0
1247,,1,female,59.0,2,0,51.4792,Southampton,1.0
1250,,3,female,30.0,1,0,15.55,Southampton,1.0
1251,,3,male,14.5,8,2,69.55,Southampton,0.0
1252,,2,female,24.0,1,1,37.0042,Cherbourg,1.0
1253,,2,female,31.0,0,0,21.0,Southampton,1.0
1254,,3,male,27.0,0,0,8.6625,Southampton,0.0
1255,,1,female,25.0,1,0,55.4417,Cherbourg,1.0
1258,,3,female,22.0,0,0,39.6875,Southampton,1.0
1259,,1,female,45.0,0,1,59.4,Cherbourg,1.0
1260,,2,male,29.0,0,0,13.8583,Cherbourg,0.0
1261,,2,male,21.0,1,0,11.5,Southampton,0.0
1262,,1,female,31.0,0,0,134.5,Cherbourg,1.0
1263,,1,male,49.0,0,0,0.0,Southampton,0.0
1264,,2,male,44.0,0,0,13.0,Southampton,0.0
1265,,1,female,54.0,1,1,81.8583,Southampton,1.0
1266,,1,female,45.0,0,0,262.375,Cherbourg,1.0
1267,,3,female,22.0,2,0,8.6625,Southampton,1.0
1268,,2,male,21.0,0,0,11.5,Southampton,0.0
1269,,1,male,55.0,0,0,50.0,Southampton,0.0
1270,,3,male,5.0,4,2,31.3875,Southampton,0.0
1272,,3,male,26.0,0,0,7.8792,Queenstown,0.0
1274,,3,female,19.0,1,0,16.1,Southampton,1.0
1276,,2,female,24.0,1,2,65.0,Southampton,1.0
1277,,3,male,24.0,0,0,7.775,Southampton,0.0
1278,,2,male,57.0,0,0,13.0,Southampton,0.0
1279,,3,male,21.0,0,0,7.75,Queenstown,0.0
1280,,3,male,6.0,3,1,21.075,Southampton,0.0
1281,,1,male,23.0,0,0,93.5,Southampton,0.0
1282,,1,female,51.0,0,1,39.4,Cherbourg,1.0
1283,,3,male,13.0,0,2,20.25,Southampton,0.0
1284,,2,male,47.0,0,0,10.5,Southampton,0.0
1285,,3,male,29.0,3,1,22.025,Southampton,0.0
1286,,1,female,18.0,1,0,60.0,Cherbourg,1.0
1287,,3,male,24.0,0,0,7.25,Queenstown,0.0
1288,,1,female,48.0,1,1,79.2,Cherbourg,1.0
1289,,3,male,22.0,0,0,7.775,Southampton,0.0
1290,,3,male,31.0,0,0,7.7333,Queenstown,0.0
1291,,1,female,30.0,0,0,164.8667,Southampton,1.0
1292,,2,male,38.0,1,0,21.0,Southampton,0.0
1293,,1,female,22.0,0,1,59.4,Cherbourg,1.0
1294,,1,male,17.0,0,0,47.1,Southampton,0.0
1295,,1,male,43.0,1,0,27.7208,Southampton,0.0
1296,,2,male,20.0,0,0,13.8625,Cherbourg,0.0
1297,,2,male,23.0,1,0,10.5,Southampton,0.0
1298,,1,male,50.0,1,1,211.5,Southampton,0.0
1300,,3,female,3.0,1,1,13.775,Southampton,1.0
1302,,1,female,37.0,1,0,90.0,Southampton,1.0
1303,,3,female,28.0,0,0,7.775,Southampton,1.0
1305,,1,female,39.0,0,0,108.9,Cherbourg,1.0
1306,,3,male,38.5,0,0,7.25,Southampton,0.0
